Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
KELYA,Kelly Services Inc.,25.49,996.39,1900,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
CSWI,CSW Industrials Inc.,66.27,995.63,1900,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
AIA,iShares Asia 50 ETF,55.96,993.29,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/aia
RAVN,Raven Industries Inc.,27.61,991.95,1900,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ravn
GIII,G-III Apparel Group LTD.,20.26,991.51,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii
CDNA,CareDx Inc.,23.35,989.66,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cdna
OFIX,Orthofix Medical Inc. ,51.46,979.35,1992,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/ofix
AXNX,Axonics Modulation Technologies Inc.,34.29,978.12,2018,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/axnx
FMB,First Trust Managed Municipal ETF,55.96,973.7,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fmb
SSP,E.W. Scripps Company (The),12.02,972.09,1900,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
PHO,Invesco Water Resources ETF,35.28,971.96,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pho
NTUS,Natus Medical Incorporated,28.52,971.66,1900,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ntus
CIBR,First Trust NASDAQ Cybersecurity ETF,28.4,968.44,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cibr
HFWA,Heritage Financial Corporation,26.22,967.05,1900,Finance,Banks,https://www.nasdaq.com/symbol/hfwa
FORTY,Formula Systems (1985) Ltd.,63.17,966.14,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
IGOV,iShares International Treasury Bond ETF,51.22,965.5,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/igov
PRIM,Primoris Services Corporation,18.83,959.99,1900,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/prim
APOG,Apogee Enterprises Inc.,36.14,958.39,1900,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
OMER,Omeros Corporation,19.38,955.19,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omer
GLIBP,GCI Liberty Inc.,26.6,954.81,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp
XON,Intrexon Corporation,5.86,949.73,1900,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
OSW,OneSpaWorld Holdings Limited,15.51,947.94,1900,Consumer Services,Hotels-Resorts,https://www.nasdaq.com/symbol/osw
EBSB,Meridian Bancorp Inc.,17.73,945.41,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
NXGN,NextGen Healthcare Inc.,14.42,942.81,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
TDIV,First Trust NASDAQ Technology Dividend Index Fund,37.84,942.41,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/tdiv
MATW,Matthews International Corporation,29.72,935.84,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
HOLI,Hollysys Automation Technologies Ltd.,15.5,935.3,1900,Energy,Industrial Machinery Components,https://www.nasdaq.com/symbol/holi
TIVO,TiVo Corporation,7.41,932.02,1900,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo
LIND,Lindblad Expeditions Holdings Inc. ,18.78,932.01,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
MLAB,Mesa Laboratories Inc.,213.68,930.63,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/mlab
DRNA,Dicerna Pharmaceuticals Inc.,13.56,926.96,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
SCWX,SecureWorks Corp.,11.37,926.89,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
TCMD,Tactile Systems Technology Inc.,48.83,926.22,2016,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/tcmd
SPNS,Sapiens International Corporation N.V.,18.49,924.17,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
CNXN,PC Connection Inc.,35.11,924.03,1900,Consumer Services,Catalog - Specialty Distribution,https://www.nasdaq.com/symbol/cnxn
NWLI,National Western Life Group Inc.,254.1,923.91,1900,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli
HHR,HeadHunter Group PLC,18.44,922,2019,Technology,Professional Services,https://www.nasdaq.com/symbol/hhr
SBLK,Star Bulk Carriers Corp.,9.81,918.73,1900,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk
XPER,Xperi Corporation,18.62,918.73,1900,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper
TWST,Twist Bioscience Corporation,28.2,918.16,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst
RBCAA,Republic Bancorp Inc.,43.29,906.78,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
ATNI,ATN International Inc.,56.29,900.91,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATRO,Astronics Corporation,27.53,899.55,1900,Capital Goods,Military-Government-Technical,https://www.nasdaq.com/symbol/atro
PETQ,PetIQ Inc.,31.85,898.91,2017,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/petq
SNDL,Sundial Growers Inc.,9.53,896.6,2019,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/sndl
YMAB,Y-mAbs Therapeutics Inc.,26.18,895.19,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ymab
HONE,HarborOne Bancorp Inc.,9.97,892.5,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/hone
LMNX,Luminex Corporation,19.79,891.48,2000,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/lmnx
TRUP,Trupanion Inc.,25.61,890.98,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
ESGD,iShares ESG MSCI EAFE ETF,61.48,885.31,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/esgd
MIK,The Michaels Companies Inc.,5.56,879.43,2014,Consumer Services,Recreational Products - Toys,https://www.nasdaq.com/symbol/mik
INFN,Infinera Corporation,4.88,875.46,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/infn
LNTH,Lantheus Holdings Inc.,22.35,873.42,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
BPFH,Boston Private Financial Holdings Inc.,10.39,871.74,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh
PRNB,Principia Biopharma Inc.,36.25,868.94,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prnb
CMCT,CIM Commercial Trust Corporation,19.8,867.37,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
SPPI,Spectrum Pharmaceuticals Inc.,7.68,866.73,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi
AXSM,Axsome Therapeutics Inc.,25.15,865.63,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
TVTY,Tivity Health Inc.,18.09,865.3,1900,Health Care,Hospital-Nursing Management,https://www.nasdaq.com/symbol/tvty
HEES,H&E Equipment Services Inc.,24.18,865.11,2006,Not Available,Not Available,https://www.nasdaq.com/symbol/hees
HSTM,HealthStream Inc.,26.72,865.02,2000,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/hstm
SLRC,Solar Capital Ltd.,20.44,863.81,2010,Not Available,Not Available,https://www.nasdaq.com/symbol/slrc
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,50.15,860.17,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fdt
FARO,FARO Technologies Inc.,49.48,857.94,1997,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/faro
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22,857.29,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/qqqx
PACB,Pacific Biosciences of California Inc.,5.6,856.6,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pacb
BNFT,Benefitfocus Inc.,26.13,854.37,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft
CGBD,TCG BDC Inc.,14.24,850.91,2017,Not Available,Not Available,https://www.nasdaq.com/symbol/cgbd
IHRT,iHeartMedia Inc.,13.21,849.63,1900,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ihrt
CTWS,Connecticut Water Service Inc.,70.2,847.21,1900,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
OFLX,Omega Flex Inc.,83.88,846.71,1900,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/oflx
FIXD,First Trust TCW Opportunistic Fixed Income ETF,52.9,846.4,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fixd
PATK,Patrick Industries Inc.,35.32,843.05,1900,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
ZIOP,ZIOPHARM Oncology Inc,5.14,835.52,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ziop
NSTG,NanoString Technologies Inc.,23.57,835.42,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg
GOGL,Golden Ocean Group Limited,5.82,835.19,1900,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gogl
FIXX,Homology Medicines Inc.,18.89,830.52,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fixx
COOP,Mr. Cooper Group Inc.,9.09,827.88,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.515,827.58,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pey
FNX,First Trust Mid Cap Core AlphaDEX Fund,65.1,826.77,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fnx
PGTI,PGT Innovations Inc.,14.09,825.47,2006,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti
PI,Impinj Inc.,37.88,824.32,2016,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/pi
AKRO,Akero Therapeutics Inc.,28.65,818.11,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akro
SYBT,Stock Yards Bancorp Inc.,35.98,817.6,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt
EXTR,Extreme Networks Inc.,6.84,815.14,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
VNET,21Vianet Group Inc.,7.23,812.6,2011,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/vnet
CHY,Calamos Convertible and High Income Fund,11.08,810.63,2003,Not Available,Not Available,https://www.nasdaq.com/symbol/chy
CYTK,Cytokinetics Incorporated,13.8,809.77,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CDXS,Codexis Inc.,13.83,807.1,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
WASH,Washington Trust Bancorp Inc.,46.54,806.87,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/wash
AMBC,Ambac Financial Group Inc.,17.68,805.35,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc
MCRI,Monarch Casino & Resort Inc.,44.57,804.51,1993,Consumer Services,Hotels-Resorts,https://www.nasdaq.com/symbol/mcri
GABC,German American Bancorp Inc.,29.92,797.69,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/gabc
ARVN,Arvinas Inc.,23.63,796.74,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
TCPC,BlackRock TCP Capital Corp.,13.54,795.69,2012,Not Available,Not Available,https://www.nasdaq.com/symbol/tcpc
GSBC,Great Southern Bancorp Inc.,55.98,795.62,1989,Finance,Major Banks,https://www.nasdaq.com/symbol/gsbc
PLMR,Palomar Holdings Inc.,33.89,795.36,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/plmr
TSCAP,TriState Capital Holdings Inc.,27.1,794.73,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap
KFRC,Kforce Inc.,32.71,793.38,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
ANIP,ANI Pharmaceuticals Inc.,65.56,793.09,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
VNDA,Vanda Pharmaceuticals Inc.,14.88,792.72,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda
NVEE,NV5 Global Inc.,62.06,792.5,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
TYPE,Monotype Imaging Holdings Inc.,19.73,791.18,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
ANIK,Anika Therapeutics Inc.,57.32,790.04,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/anik
SP,SP Plus Corporation,34.32,787.6,1900,Consumer Services,Rental-Leasing Companies,https://www.nasdaq.com/symbol/sp
CDLX,Cardlytics Inc.,34.48,787.59,2018,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/cdlx
RUBY,Rubius Therapeutics Inc.,9.8,780.58,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
EMCI,EMC Insurance Group Inc.,35.97,779.61,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EGRX,Eagle Pharmaceuticals Inc.,56.99,778.88,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
IMKTA,Ingles Markets Incorporated,38.39,777.77,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta
CYRX,CryoPort Inc.,21.83,776.99,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyrx
ROAD,Construction Partners Inc.,15.01,775.75,2018,Basic Industries,Military-Government-Technical,https://www.nasdaq.com/symbol/road
NVMI,Nova Measuring Instruments Ltd.,27.65,773.23,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
QADA,QAD Inc.,39.28,771.4,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qada
WETF,WisdomTree Investments Inc.,4.97,770.84,1900,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/wetf
MGPI,MGP Ingredients Inc.,45.25,770.38,1900,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/mgpi
ORIT,Oritani Financial Corp.,17.07,769.81,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/orit
MOBL,MobileIron Inc.,6.99,767.49,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
OBNK,Origin Bancorp Inc.,32.67,766.9,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/obnk
ANDE,The Andersons Inc.,23.46,764.8,1900,Consumer Services,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/ande
RDVY,First Trust Rising Dividend Achievers ETF,29.92,764.46,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/rdvy
NFBK,Northfield Bancorp Inc.,15.37,757.03,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,47.57,753.98,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cfo
CRZO,Carrizo Oil & Gas Inc.,8.13,752.46,1997,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo
CMCO,Columbus McKinnon Corporation,31.85,752.34,1996,Capital Goods,Construction-Ag Equipment-Trucks,https://www.nasdaq.com/symbol/cmco
CARO,Carolina Financial Corporation,33.69,750.29,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/caro
ALDR,Alder BioPharmaceuticals Inc.,8.96,749.39,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
TBK,Triumph Bancorp Inc.,28.59,749.22,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk
BJRI,"BJ&#39,s Restaurants Inc.",36.57,748.27,1900,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bjri
LBAI,Lakeland Bancorp Inc.,14.8,747.24,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
OPB,Opus Bank,20.56,745.33,2014,Not Available,Not Available,https://www.nasdaq.com/symbol/opb
PFBC,Preferred Bank,48.82,745.27,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pfbc
VCEL,Vericel Corporation,16.85,743.71,1900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel
UVSP,Univest Financial Corporation,25.36,743.19,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
CFA,VictoryShares US 500 Volatility Wtd ETF,51.05,742.78,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cfa
CFB,CrossFirst Bankshares Inc.,14.5,741.21,2019,Finance,Major Banks,https://www.nasdaq.com/symbol/cfb
ALTM,Altus Midstream Company,2.28,740.84,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm
WVE,WAVE Life Sciences Ltd.,21.6,740.46,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/wve
CHI,Calamos Convertible Opportunities and Income Fund,10.43,739.2,2002,Not Available,Not Available,https://www.nasdaq.com/symbol/chi
RYTM,Rhythm Pharmaceuticals Inc.,21.41,738.97,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
INDY,iShares S&P India Nifty 50 Index Fund,34.92,738.56,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/indy
TRST,TrustCo Bank Corp NY,7.62,738.46,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/trst
PRSC,The Providence Service Corporation,56.895,738.14,2003,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc
CERS,Cerus Corporation,5.25,736.69,1997,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/cers
RDNT,RadNet Inc.,14.65,734.36,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/rdnt
HBNC,Horizon Bancorp Inc.,16.28,733.6,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc
ATEX,Anterix Inc.,42.94,733.24,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atex
LTRPB,Liberty TripAdvisor Holdings Inc.,9.75,732,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
WSG,Wanda Sports Group Company Limited,5.35,731.28,2019,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wsg
HMHC,Houghton Mifflin Harcourt Company,5.88,730.98,2013,Consumer Services,Books,https://www.nasdaq.com/symbol/hmhc
MERC,Mercer International Inc.,11.19,729.26,1900,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
CASS,Cass Information Systems Inc,50.29,728.67,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass
UXIN,Uxin Limited,2.48,728.01,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/uxin
CBTX,CBTX Inc.,27.93,726.61,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx
ARCB,ArcBest Corporation,28.41,725.03,1900,Transportation,Trucking Freight-Courier Services,https://www.nasdaq.com/symbol/arcb
EIGI,Endurance International Group Holdings Inc.,4.96,724.43,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
VYGR,Voyager Therapeutics Inc.,19.61,724.27,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vygr
KRYS,Krystal Biotech Inc.,41.84,723.85,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys
ATRA,Atara Biotherapeutics Inc.,13.46,723.58,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
DCOM,Dime Community Bancshares Inc.,20.11,723.15,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
NTLA,Intellia Therapeutics Inc.,14.87,721.84,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla
OCSL,Oaktree Specialty Lending Corporation,5.12,721.72,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ocsl
ODP,Office Depot Inc.,1.32,721.22,1900,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
SCSC,ScanSource Inc.,28.54,720.38,1900,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
CNOB,ConnectOne Bancorp Inc.,20.34,719.08,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
LVHD,Legg Mason Low Volatility High Dividend ETF,32.06,713.34,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/lvhd
PID,Invesco International Dividend Achievers ETF,15.33,712.85,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pid
INTL,INTL FCStone Inc.,37.19,712.7,1900,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/intl
AMTB,Amerant Bancorp Inc.,16.45,710.72,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
GOOD,Gladstone Commercial Corporation,22.28,709.92,2003,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/good
VRTS,Virtus Investment Partners Inc.,101.91,707.75,1900,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrts
KURA,Kura Oncology Inc.,15.63,706.71,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura
LOB,Live Oak Bancshares Inc.,17.54,705.7,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
OGI,Organigram Holdings Inc.,4.49,701.25,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogi
IMOS,ChipMOS TECHNOLOGIES INC.,19.28,701.06,1900,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
MGNX,MacroGenics Inc.,14.32,700.15,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MGTX,MeiraGTx Holdings plc,20.98,700.09,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
GMLP,Golar LNG Partners LP,9.87,699.7,2011,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gmlp
PAYS,Paysign Inc.,14.66,697.38,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pays
ANGO,AngioDynamics Inc.,18.7,697.08,2004,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/ango
AMEH,Apollo Medical Holdings Inc.,19.4,696.45,1900,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh
CTBI,Community Trust Bancorp Inc.,39.02,693.67,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
GLDD,Great Lakes Dredge & Dock Corporation,10.86,693.15,1900,Basic Industries,Military-Government-Technical,https://www.nasdaq.com/symbol/gldd
NXTC,NextCure Inc.,30.5,692.8,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nxtc
ADVM,Adverum Biotechnologies Inc.,10.72,691,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm
USCR,U S Concrete Inc.,41.45,690.54,1900,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr
INMD,INMODE LTD.,21.55,689.03,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/inmd
CEVA,CEVA Inc.,31.33,688.16,1900,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva
BMTC,Bryn Mawr Bank Corporation,34,684.58,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc
PTNR,Partner Communications Company Ltd.,4.17,683.84,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ptnr
QTRX,Quanterix Corporation,27.22,682.88,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/qtrx
NANO,Nanometrics Incorporated,27.34,678.81,1984,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/nano
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,64.9,674.96,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/qqew
ABTX,Allegiance Bancshares Inc.,31.79,672.62,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx
MDIV,First Trust Multi-Asset Diversified Income Index Fund,17.93,667,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/mdiv
DBVT,DBV Technologies S.A.,9.19,663.94,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
GNFT,GENFIT S.A.,17.11,663.91,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnft
TXMD,TherapeuticsMD Inc.,2.75,663.36,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd
NESR,National Energy Services Reunited Corp.,7.58,658.68,2017,Energy,Oilfield Services-Equipment,https://www.nasdaq.com/symbol/nesr
ESGE,iShares ESG MSCI EM ETF,31.18,654.78,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/esge
TTGT,TechTarget Inc.,23.62,653.14,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt
DOMO,Domo Inc.,23.83,652.27,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo
CMTL,Comtech Telecommunications Corp.,27.02,652.21,1900,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
HMST,HomeStreet Inc.,26.62,649.46,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/hmst
ENDP,Endo International plc,2.91,649.23,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
BBSI,Barrett Business Services Inc.,86.82,648.53,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
URGN,UroGen Pharma Ltd.,30.96,647,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
AAWW,Atlas Air Worldwide Holdings,24.97,645.58,1900,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,43.9,645.33,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cdc
KBAL,Kimball International Inc.,17.5,642.64,1900,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal
SLP,Simulations Plus Inc.,36.64,642.35,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
AGYS,Agilysys Inc.,27.115,641.96,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/agys
ZEAL,Zealand Pharma A/S,20.18,640.73,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zeal
CRWD,CrowdStrike Holdings Inc.,88.88,639.35,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crwd
BRY,Berry Petroleum Corporation,7.89,638.88,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bry
